Station	Sources	Eddy	Depth 	Temp	Salinity	Oxgen	flcugl	Latitude	Longitude	Location	
52	30.08585293	0	915	7.3627	35.2245	4.50354	0.0091	42.9337	-28.152	1	
52	29.62299365	0	940	7.3806	35.2693	4.52422	0.0111	42.9337	-28.152	1	
52	21.06009705	0	965	7.1977	35.2563	4.56929	0.0126	42.9337	-28.152	1	
52	21.75438596	0	990	6.9261	35.2402	4.65319	0.0107	42.9337	-28.152	1	
52	22.91153415	0	1015	6.7309	35.2221	4.73863	0.0129	42.9337	-28.152	1	
52	22.91153415	0	1040	6.6163	35.2222	4.78787	0.0096	42.9337	-28.152	1	
52	20.59723778	0	1065	6.4012	35.203	4.85592	0.0109	42.9337	-28.152	1	
52	22.68010452	0	1085	6.1952	35.1789	4.93976	0.0156	42.9337	-28.152	1	
52	22.44867488	0	1110	6.1395	35.1814	4.97637	0.0093	42.9337	-28.152	1	
52	19.20865995	0	1135	5.9321	35.1612	5.04984	0.0116	42.9337	-28.152	1	
52	24.06868234	0	1160	5.8192	35.1557	5.09337	0.0128	42.9337	-28.152	1	
52	23.60582307	0	1185	5.5776	35.126	5.17937	0.0134	42.9337	-28.152	1	
52	34.02015677	0	1210	5.464	35.1169	5.2456	0.0111	42.9337	-28.152	1	
52	32.86300859	0	1235	5.2614	35.094	5.31407	0.0145	42.9337	-28.152	1	
52	26.61440836	0	1260	5.0264	35.0673	5.40536	0.0104	42.9337	-28.152	1	
52	28.6972751	0	1285	4.9324	35.0582	5.44672	0.0106	42.9337	-28.152	1	
52	24.06868234	0	1305	4.8912	35.0538	5.47014	0.0065	42.9337	-28.152	1	
52	36.56588279	0	1330	4.7941	35.0422	5.49098	0.0107	42.9337	-28.152	1	
52	20.59723778	0	1355	4.656	35.0276	5.54362	0.015	42.9337	-28.152	1	
52	16.66293393	0	1380	4.43	35.0054	5.62153	0.0112	42.9337	-28.152	1	
52	16.20007465	0	1405	4.3637	35.0004	5.66482	0.0125	42.9337	-28.152	1	
52	15.73721538	0	1430	4.2811	34.9912	5.70161	0.0122	42.9337	-28.152	1	
52	19.20865995	0	1455	4.2411	34.9873	5.71839	0.0098	42.9337	-28.152	1	
52	15.73721538	0	1480	4.1895	34.9826	5.73476	0.014	42.9337	-28.152	1	
52	12.49720045	0	1505	4.1539	34.9803	5.74119	0.015	42.9337	-28.152	1	
52	10.18290407	0	1525	4.1192	34.9778	5.75483	0.0116	42.9337	-28.152	1	
52	10.87719298	0	1550	4.1014	34.9758	5.76164	0.01	42.9337	-28.152	1	
52	9.257185517	0	1575	4.0364	34.9717	5.7725	0.0116	42.9337	-28.152	1	
52	9.488615155	0	1600	4.0079	34.9698	5.78355	0.0121	42.9337	-28.152	1	
52	11.10862262	0	1625	3.9918	34.9687	5.7872	0.0127	42.9337	-28.152	1	
52	9.257185517	0	1650	3.9563	34.966	5.79455	0.0116	42.9337	-28.152	1	
52	9.025755879	0	1675	3.9074	34.9639	5.80313	0.0136	42.9337	-28.152	1	
52	9.951474431	0	1700	3.8529	34.9595	5.8194	0.0132	42.9337	-28.152	1	
52	10.87719298	0	1725	3.8192	34.9567	5.83191	0.0136	42.9337	-28.152	1	
52	6.942889138	0	1750	3.8084	34.9559	5.83995	0.0088	42.9337	-28.152	1	
52	6.7114595	0	1770	3.7997	34.955	5.84329	0.0103	42.9337	-28.152	1	
52	5.55431131	0	1795	3.7944	34.9543	5.84356	0.0097	42.9337	-28.152	1	
52	5.785740948	0	1820	3.7587	34.9508	5.85519	0.0119	42.9337	-28.152	1	
52	5.55431131	0	1845	3.7516	34.9504	5.86	0.0103	42.9337	-28.152	1	
52	5.785740948	0	1870	3.7455	34.9498	5.86092	0.0091	42.9337	-28.152	1	
52	9.488615155	0	1895	3.7313	34.9484	5.86403	0.0133	42.9337	-28.152	1	
52	6.942889138	0	1920	3.7151	34.9468	5.86955	0.0112	42.9337	-28.152	1	
52	5.091452034	0	1945	3.6848	34.9443	5.88212	0.0111	42.9337	-28.152	1	
52	6.480029862	0	1965	3.6754	34.9434	5.8885	0.0114	42.9337	-28.152	1	
52	9.720044793	0	1995	3.6231	34.9387	5.90306	0.0119	42.9337	-28.152	1	
52	10.64576334	0	2015	3.6034	34.9371	5.91333	0.0065	42.9337	-28.152	1	
52	10.64576334	0	2040	3.576	34.9339	5.92686	0.0142	42.9337	-28.152	1	
52	8.331466965	0	2065	3.5455	34.93	5.94147	0.0069	42.9337	-28.152	1	
52	9.488615155	0	2090	3.485	34.924	5.96673	0.0101	42.9337	-28.152	1	
52	5.785740948	0	2115	3.4208	34.9165	6.0085	0.0118	42.9337	-28.152	1	
52	6.942889138	0	2140	3.4202	34.9195	5.99513	0.0092	42.9337	-28.152	1	
52	6.017170586	0	2165	3.3965	34.9195	5.99548	0.0082	42.9337	-28.152	1	
52	4.165733483	0	2190	3.3817	34.9197	5.9843	0.01	42.9337	-28.152	1	
52	5.322881672	0	2215	3.3679	34.9193	5.98835	0.0092	42.9337	-28.152	1	
52	4.397163121	0	2240	3.3353	34.9189	5.99284	0.0132	42.9337	-28.152	1	
52	4.628592758	0	2265	3.3247	34.9196	5.98238	0.0111	42.9337	-28.152	1	
53	62.02314296	0	310	5.6407	34.8931	5.21682	0.017	49.8498	-29.615	2	
53	69.66032102	0	335	5.4405	34.8923	5.29838	0.0158	49.8498	-29.615	2	
53	57.62597984	0	360	5.341	34.8931	5.31948	0.0126	49.8498	-29.615	2	
53	51.8402389	0	380	5.2544	34.8945	5.35779	0.0163	49.8498	-29.615	2	
53	40.73161627	0	405	5.1702	34.8969	5.37072	0.0145	49.8498	-29.615	2	
53	41.19447555	0	430	5.056	34.9063	5.38949	0.0118	49.8498	-29.615	2	
53	45.82306831	0	455	4.9147	34.9152	5.45761	0.0123	49.8498	-29.615	2	
53	37.95446062	0	480	4.8175	34.9168	5.4924	0.0138	49.8498	-29.615	2	
53	33.5572975	0	505	4.6544	34.9153	5.59311	0.0135	49.8498	-29.615	2	
53	26.61440836	0	530	4.4499	34.9057	5.70592	0.0147	49.8498	-29.615	2	
53	22.21724524	0	550	4.3459	34.9058	5.7837	0.0148	49.8498	-29.615	2	
53	19.44008959	0	575	4.2887	34.9062	5.82227	0.0156	49.8498	-29.615	2	
53	18.2829414	0	600	4.2251	34.9072	5.84903	0.0137	49.8498	-29.615	2	
53	19.90294886	0	625	4.1942	34.9094	5.88147	0.0137	49.8498	-29.615	2	
53	20.1343785	0	650	4.1656	34.9107	5.89799	0.0133	49.8498	-29.615	2	
53	27.07726764	0	675	4.1068	34.9109	5.93688	0.0171	49.8498	-29.615	2	
53	20.1343785	0	700	4.0419	34.9078	5.9762	0.0138	49.8498	-29.615	2	
53	24.76297126	0	725	4.0116	34.9063	5.98987	0.0125	49.8498	-29.615	2	
53	29.62299365	0	745	3.9453	34.9039	6.03021	0.0084	49.8498	-29.615	2	
53	28.23441583	0	770	3.8859	34.9018	6.05453	0.0106	49.8498	-29.615	2	
53	23.83725271	0	795	3.8556	34.9005	6.07145	0.0146	49.8498	-29.615	2	
53	26.15154909	0	820	3.8566	34.9006	6.07051	0.0096	49.8498	-29.615	2	
53	27.30869728	0	845	3.8598	34.9004	6.06911	0.011	49.8498	-29.615	2	
53	31.24300112	0	870	3.8631	34.9006	6.07126	0.0116	49.8498	-29.615	2	
53	31.24300112	0	890	3.8566	34.9004	6.06939	0.0142	49.8498	-29.615	2	
53	30.31728257	0	915	3.8378	34.8996	6.0822	0.0118	49.8498	-29.615	2	
53	22.44867488	0	940	3.8287	34.8992	6.08407	0.0142	49.8498	-29.615	2	
53	10.41433371	0	965	3.8211	34.899	6.0872	0.0143	49.8498	-29.615	2	
54	85.30048526	0	310	6.1697	34.8972	5.12827	0.0151	51.3427	-28.892	3	
54	56.28966032	0	335	5.7841	34.8942	5.18913	0.0158	51.3427	-28.892	3	
54	48.27920866	0	360	5.5369	34.9027	5.23303	0.0163	51.3427	-28.892	3	
54	48.06270997	0	385	5.6177	34.9536	5.21375	0.0176	51.3427	-28.892	3	
54	41.56774916	0	405	6.0621	35.0367	4.98151	0.0155	51.3427	-28.892	3	
54	35.72228443	0	430	6.2178	35.0959	4.91964	0.016	51.3427	-28.892	3	
54	24.46435237	0	455	5.6922	35.0235	5.05796	0.0173	51.3427	-28.892	3	
54	28.14483016	0	480	5.1503	34.9655	5.26541	0.0201	51.3427	-28.892	3	
54	27.06233669	0	505	5.0331	34.9608	5.36038	0.0203	51.3427	-28.892	3	
54	22.29936543	0	525	4.9652	34.9636	5.38353	0.0195	51.3427	-28.892	3	
54	21.86636805	0	550	4.5398	34.9172	5.61127	0.0171	51.3427	-28.892	3	
54	29.01082493	0	575	4.4945	34.917	5.67778	0.0172	51.3427	-28.892	3	
54	20.78387458	0	600	4.3146	34.9051	5.75364	0.016	51.3427	-28.892	3	
54	19.05188503	0	625	4.2467	34.9011	5.82003	0.0134	51.3427	-28.892	3	
54	16.8868981	0	650	4.1997	34.9002	5.85667	0.0149	51.3427	-28.892	3	
54	17.10339679	0	675	4.0948	34.8936	5.91678	0.0171	51.3427	-28.892	3	
54	15.15490855	0	700	4.0268	34.8913	5.98063	0.0128	51.3427	-28.892	3	
54	10.82493468	0	725	3.983	34.8901	6.00893	0.0122	51.3427	-28.892	3	
54	11.47443076	0	745	3.9515	34.8894	6.03159	0.0158	51.3427	-28.892	3	
54	10.60843598	0	770	3.9195	34.8892	6.05262	0.0121	51.3427	-28.892	3	
54	12.77342292	0	795	3.8795	34.8895	6.07653	0.0134	51.3427	-28.892	3	
54	13.63941769	0	820	3.8493	34.8894	6.09343	0.0121	51.3427	-28.892	3	
54	13.422919	0	845	3.8253	34.8896	6.10533	0.0137	51.3427	-28.892	3	
54	13.85591639	0	870	3.7956	34.8887	6.12038	0.0149	51.3427	-28.892	3	
54	13.20642031	0	895	3.7691	34.8868	6.13778	0.0122	51.3427	-28.892	3	
54	10.82493468	0	920	3.7478	34.8875	6.1582	0.0152	51.3427	-28.892	3	
54	12.77342292	0	940	3.7262	34.8874	6.15507	0.0134	51.3427	-28.892	3	
54	13.20642031	0	965	3.7047	34.8871	6.16495	0.0105	51.3427	-28.892	3	
54	11.90742814	0	990	3.6928	34.8865	6.1664	0.0148	51.3427	-28.892	3	
54	14.50541247	0	1015	3.6673	34.8838	6.18889	0.0127	51.3427	-28.892	3	
54	16.8868981	0	1040	3.6561	34.8838	6.19902	0.0158	51.3427	-28.892	3	
54	14.93840985	0	1065	3.6195	34.8806	6.21822	0.0082	51.3427	-28.892	3	
54	10.1754386	0	1085	3.5977	34.8801	6.2182	0.0127	51.3427	-28.892	3	
54	12.34042553	0	1110	3.6032	34.8839	6.20717	0.0105	51.3427	-28.892	3	
54	11.47443076	0	1135	3.5889	34.8853	6.20629	0.0127	51.3427	-28.892	3	
54	11.47443076	0	1160	3.5871	34.8863	6.19874	0.0143	51.3427	-28.892	3	
54	11.47443076	0	1185	3.5864	34.8895	6.18435	0.0118	51.3427	-28.892	3	
54	10.82493468	0	1210	3.5789	34.8904	6.17684	0.0121	51.3427	-28.892	3	
54	11.47443076	0	1235	3.551	34.8881	6.18883	0.0104	51.3427	-28.892	3	
54	11.04143337	0	1260	3.5538	34.8899	6.1816	0.0117	51.3427	-28.892	3	
54	9.958939903	0	1285	3.5654	34.8926	6.16975	0.0156	51.3427	-28.892	3	
54	9.742441209	0	1310	3.559	34.895	6.15189	0.0086	51.3427	-28.892	3	
54	10.39193729	0	1330	3.552	34.8959	6.14199	0.014	51.3427	-28.892	3	
54	14.72191116	0	1355	3.5491	34.8969	6.13625	0.0094	51.3427	-28.892	3	
54	10.1754386	0	1380	3.5448	34.8973	6.13059	0.0149	51.3427	-28.892	3	
54	8.010451661	0	1405	3.528	34.8982	6.12912	0.0128	51.3427	-28.892	3	
54	12.55692423	0	1430	3.5134	34.8982	6.12332	0.0125	51.3427	-28.892	3	
54	9.958939903	0	1455	3.5101	34.8982	6.12601	0.0104	51.3427	-28.892	3	
54	9.525942516	0	1480	3.5024	34.8988	6.12212	0.0134	51.3427	-28.892	3	
54	9.092945129	0	1500	3.4769	34.8981	6.12682	0.0111	51.3427	-28.892	3	
54	8.226950355	0	1525	3.4561	34.8974	6.13245	0.0085	51.3427	-28.892	3	
54	9.092945129	0	1550	3.4387	34.8972	6.13685	0.0142	51.3427	-28.892	3	
54	11.04143337	0	1575	3.4188	34.8962	6.14465	0.0129	51.3427	-28.892	3	
54	8.443449048	0	1600	3.3961	34.8956	6.15023	0.0143	51.3427	-28.892	3	
54	6.061963419	0	1625	3.3824	34.8953	6.15474	0.0109	51.3427	-28.892	3	
54	8.876446435	0	1650	3.3671	34.8949	6.15776	0.0137	51.3427	-28.892	3	
54	8.226950355	0	1670	3.3602	34.8946	6.16111	0.0123	51.3427	-28.892	3	
54	5.845464726	0	1695	3.3486	34.8942	6.1636	0.0122	51.3427	-28.892	3	
54	8.443449048	0	1720	3.3236	34.8936	6.17087	0.0133	51.3427	-28.892	3	
54	6.7114595	0	1745	3.3101	34.8934	6.17618	0.0125	51.3427	-28.892	3	
54	5.195968645	0	1770	3.2936	34.893	6.1788	0.0113	51.3427	-28.892	3	
54	6.061963419	0	1795	3.2785	34.8928	6.18468	0.0131	51.3427	-28.892	3	
54	5.845464726	0	1820	3.2619	34.8927	6.19035	0.0137	51.3427	-28.892	3	
54	4.979469951	0	1845	3.2503	34.8922	6.19742	0.0109	51.3427	-28.892	3	
54	5.628966032	0	1870	3.2369	34.8924	6.19866	0.0094	51.3427	-28.892	3	
54	4.546472564	0	1895	3.2259	34.8929	6.19683	0.0113	51.3427	-28.892	3	
54	6.061963419	0	1915	3.2197	34.8931	6.196	0.0121	51.3427	-28.892	3	
54	6.927958193	0	1940	3.2112	34.8938	6.19423	0.0098	51.3427	-28.892	3	
54	4.546472564	0	1965	3.2015	34.894	6.19476	0.0125	51.3427	-28.892	3	
54	5.412467339	0	1990	3.194	34.8945	6.1972	0.011	51.3427	-28.892	3	
54	6.278462113	0	2015	3.1813	34.8964	6.18705	0.0107	51.3427	-28.892	3	
54	5.195968645	0	2040	3.172	34.8974	6.18184	0.0126	51.3427	-28.892	3	
54	5.412467339	0	2065	3.1667	34.8981	6.17948	0.0127	51.3427	-28.892	3	
54	5.412467339	0	2090	3.1588	34.8991	6.17376	0.0109	51.3427	-28.892	3	
54	6.927958193	0	2115	3.1551	34.9	6.17257	0.0107	51.3427	-28.892	3	
54	4.329973871	0	2140	3.1486	34.9003	6.17152	0.0095	51.3427	-28.892	3	
54	3.68047779	0	2165	3.1416	34.9016	6.17007	0.0103	51.3427	-28.892	3	
54	6.7114595	0	2185	3.1359	34.9028	6.16475	0.0103	51.3427	-28.892	3	
54	3.68047779	0	2210	3.1299	34.904	6.16201	0.0095	51.3427	-28.892	3	
54	4.113475177	0	2235	3.1231	34.9052	6.15406	0.013	51.3427	-28.892	3	
54	6.927958193	0	2260	3.1193	34.906	6.15057	0.0076	51.3427	-28.892	3	
54	8.010451661	0	2285	3.1178	34.9063	6.14501	0.0139	51.3427	-28.892	3	
54	3.896976484	0	2310	3.1137	34.9074	6.14181	0.0106	51.3427	-28.892	3	
54	4.979469951	0	2335	3.1081	34.9086	6.13532	0.0094	51.3427	-28.892	3	
54	4.546472564	0	2360	3.1048	34.9104	6.13224	0.0101	51.3427	-28.892	3	
54	4.546472564	0	2385	3.1012	34.9117	6.12548	0.0125	51.3427	-28.892	3	
54	5.195968645	0	2410	3.0978	34.913	6.12319	0.0139	51.3427	-28.892	3	
54	4.546472564	0	2435	3.0832	34.9143	6.11309	0.0102	51.3427	-28.892	3	
54	4.762971258	0	2460	3.0724	34.9156	6.10438	0.0112	51.3427	-28.892	3	
54	5.412467339	0	2485	3.0716	34.9161	6.1004	0.0121	51.3427	-28.892	3	
54	4.979469951	0	2510	3.0716	34.9168	6.09802	0.0144	51.3427	-28.892	3	
54	5.628966032	0	2535	3.0702	34.9173	6.09627	0.0131	51.3427	-28.892	3	
54	5.628966032	0	2560	3.0701	34.9178	6.09448	0.0092	51.3427	-28.892	3	
54	7.793952968	0	2580	3.0655	34.919	6.08983	0.0097	51.3427	-28.892	3	
54	3.896976484	0	2605	3.0602	34.9205	6.08635	0.01	51.3427	-28.892	3	
54	4.546472564	0	2630	3.057	34.9212	6.08149	0.0129	51.3427	-28.892	3	
54	5.628966032	0	2655	3.0565	34.9236	6.08129	0.012	51.3427	-28.892	3	
54	4.762971258	0	2680	3.053	34.9249	6.07683	0.009	51.3427	-28.892	3	
54	4.113475177	0	2705	3.0441	34.9256	6.07224	0.0112	51.3427	-28.892	3	
54	5.412467339	0	2730	3.0372	34.9266	6.06514	0.0141	51.3427	-28.892	3	
54	4.762971258	0	2755	3.0307	34.9281	6.06181	0.0132	51.3427	-28.892	3	
54	3.03098171	0	2780	3.0301	34.9298	6.0558	0.0082	51.3427	-28.892	3	
54	2.597984323	0	2805	3.0258	34.9307	6.04834	0.0131	51.3427	-28.892	3	
54	3.03098171	0	2830	3.0229	34.9311	6.04439	0.0099	51.3427	-28.892	3	
54	3.68047779	0	2855	3.008	34.9325	6.03618	0.0127	51.3427	-28.892	3	
54	3.463979097	0	2880	2.9938	34.9347	6.0227	0.0114	51.3427	-28.892	3	
56	22.68010452	1	310	9.0058	35.1041	5.40257	0.0223	51.7548	-29.5345	3	
56	21.06009705	1	335	8.4234	35.0378	5.16645	0.0216	51.7548	-29.5345	3	
56	35.17730496	1	360	8.1844	35.0176	5.09081	0.0214	51.7548	-29.5345	3	
56	46.28592758	1	385	8.0296	35.0184	4.95789	0.0158	51.7548	-29.5345	3	
56	44.43449048	1	410	7.7301	35.0074	4.84688	0.0198	51.7548	-29.5345	3	
56	44.66592012	1	430	7.3463	34.9871	4.83014	0.0159	51.7548	-29.5345	3	
56	38.64874953	1	455	6.9986	34.9665	4.85106	0.0171	51.7548	-29.5345	3	
56	43.50877193	1	480	6.5326	34.9307	4.91414	0.0183	51.7548	-29.5345	3	
56	33.09443822	1	505	6.1961	34.9286	4.99607	0.0176	51.7548	-29.5345	3	
56	49.06308324	1	530	6.0483	34.9257	5.01094	0.0203	51.7548	-29.5345	3	
56	54.61739455	1	555	5.7042	34.92	5.08203	0.0202	51.7548	-29.5345	3	
56	60.63456514	1	580	5.5368	34.9159	5.18288	0.0188	51.7548	-29.5345	3	
56	48.13736469	1	600	5.4218	34.9171	5.22316	0.021	51.7548	-29.5345	3	
56	37.02874207	1	625	5.2994	34.9213	5.26599	0.017	51.7548	-29.5345	3	
56	38.88017917	1	650	5.1305	34.9229	5.33634	0.0157	51.7548	-29.5345	3	
56	40.03732736	1	675	4.9714	34.923	5.41501	0.016	51.7548	-29.5345	3	
56	44.43449048	1	700	4.778	34.9146	5.51649	0.0193	51.7548	-29.5345	3	
56	45.36020903	1	725	4.6091	34.9157	5.61541	0.0148	51.7548	-29.5345	3	
56	44.43449048	1	750	4.5561	34.9184	5.64948	0.0167	51.7548	-29.5345	3	
56	38.4173199	1	775	4.4851	34.9182	5.6883	0.0156	51.7548	-29.5345	3	
56	37.95446062	1	795	4.4042	34.9158	5.73865	0.0135	51.7548	-29.5345	3	
56	36.56588279	1	820	4.3393	34.9149	5.77504	0.0182	51.7548	-29.5345	3	
56	37.26017171	1	845	4.2802	34.9127	5.8129	0.0203	51.7548	-29.5345	3	
56	35.64016424	1	870	4.1939	34.9084	5.86339	0.0161	51.7548	-29.5345	3	
56	27.54012691	1	895	4.1022	34.9051	5.91502	0.0152	51.7548	-29.5345	3	
56	31.7058604	1	920	4.076	34.9045	5.94562	0.0135	51.7548	-29.5345	3	
56	45.59163867	1	945	4.0534	34.9038	5.96045	0.015	51.7548	-29.5345	3	
56	44.66592012	1	970	3.9926	34.9009	5.99618	0.0158	51.7548	-29.5345	3	
56	53.691676	1	995	3.9568	34.8996	6.01789	0.015	51.7548	-29.5345	3	
56	61.56028369	1	1015	3.9247	34.8991	6.03488	0.0187	51.7548	-29.5345	3	
56	62.94886152	1	1040	3.9057	34.899	6.04479	0.0117	51.7548	-29.5345	3	
56	67.114595	1	1065	3.881	34.8974	6.06215	0.015	51.7548	-29.5345	3	
56	62.2545726	1	1090	3.8687	34.8969	6.07109	0.02	51.7548	-29.5345	3	
56	61.32885405	1	1115	3.843	34.8955	6.08904	0.0134	51.7548	-29.5345	3	
56	49.52594252	1	1140	3.8074	34.8934	6.10362	0.0169	51.7548	-29.5345	3	
56	56.70026129	1	1165	3.7799	34.892	6.12206	0.0153	51.7548	-29.5345	3	
56	46.9802165	1	1190	3.7523	34.8906	6.14027	0.0119	51.7548	-29.5345	3	
56	43.50877193	1	1215	3.7321	34.8895	6.15171	0.0146	51.7548	-29.5345	3	
56	34.25158641	1	1240	3.6941	34.8872	6.17446	0.0135	51.7548	-29.5345	3	
56	30.78014184	1	1265	3.6722	34.8861	6.18898	0.0114	51.7548	-29.5345	3	
56	26.38297872	1	1285	3.656	34.8855	6.18926	0.0144	51.7548	-29.5345	3	
56	23.37439343	1	1310	3.6485	34.8863	6.18682	0.012	51.7548	-29.5345	3	
56	25.22583053	1	1335	3.6346	34.8866	6.18623	0.0128	51.7548	-29.5345	3	
56	16.66293393	1	1360	3.6309	34.8869	6.18477	0.013	51.7548	-29.5345	3	
56	15.96864502	1	1385	3.6246	34.8874	6.18449	0.0106	51.7548	-29.5345	3	
56	20.82866741	1	1410	3.6164	34.8878	6.18342	0.0113	51.7548	-29.5345	3	
56	13.88577828	1	1435	3.6053	34.8893	6.18103	0.016	51.7548	-29.5345	3	
56	12.03434117	1	1460	3.597	34.8917	6.16831	0.0138	51.7548	-29.5345	3	
56	15.2743561	1	1485	3.5968	34.8926	6.16138	0.0135	51.7548	-29.5345	3	
56	13.65434864	1	1505	3.5955	34.8945	6.15413	0.0121	51.7548	-29.5345	3	
56	13.422919	1	1530	3.5944	34.8958	6.148	0.011	51.7548	-29.5345	3	
56	15.2743561	1	1555	3.5891	34.8968	6.14035	0.0145	51.7548	-29.5345	3	
56	10.64576334	1	1580	3.5784	34.8979	6.1349	0.0136	51.7548	-29.5345	3	
56	16.43150429	1	1605	3.57	34.8985	6.12711	0.0116	51.7548	-29.5345	3	
56	21.52295633	1	1630	3.5561	34.8988	6.12323	0.0136	51.7548	-29.5345	3	
56	18.97723031	1	1655	3.5422	34.8989	6.12308	0.0138	51.7548	-29.5345	3	
56	10.64576334	1	1680	3.527	34.8988	6.12321	0.0139	51.7548	-29.5345	3	
56	11.80291153	1	1705	3.5051	34.8983	6.12944	0.0101	51.7548	-29.5345	3	
56	12.49720045	1	1730	3.4829	34.8978	6.13351	0.0093	51.7548	-29.5345	3	
56	12.26577081	1	1755	3.4747	34.8975	6.13378	0.0126	51.7548	-29.5345	3	
56	14.11720791	1	1775	3.4642	34.8971	6.13532	0.0113	51.7548	-29.5345	3	
56	9.488615155	1	1800	3.4651	34.8972	6.13832	0.0138	51.7548	-29.5345	3	
56	8.794326241	1	1825	3.4534	34.8969	6.13705	0.0131	51.7548	-29.5345	3	
56	10.18290407	1	1850	3.4432	34.8965	6.14096	0.0107	51.7548	-29.5345	3	
56	8.794326241	1	1860	3.4401	34.8964	6.13799	0.0121	51.7548	-29.5345	3	
56	9.488615155	1	1870	3.4356	34.8962	6.13749	0.0122	51.7548	-29.5345	3	
58	44.17319895	1	310	9.2655	35.1376	5.50726	0.0228	51.4235	-29.9668	3	
58	82.19858156	1	335	8.8622	35.0827	5.36913	0.0216	51.4235	-29.9668	3	
58	113.8484509	1	360	8.4817	35.0355	5.27461	0.0174	51.4235	-29.9668	3	
58	83.56476297	1	385	8.1423	35.0104	5.08466	0.0203	51.4235	-29.9668	3	
58	60.33967898	1	405	8.0081	35.01	4.94356	0.0173	51.4235	-29.9668	3	
58	56.01343785	1	430	7.8035	35.0098	4.86307	0.015	51.4235	-29.9668	3	
58	62.8443449	1	455	7.1018	34.9462	4.8774	0.019	51.4235	-29.9668	3	
58	49.8656215	1	480	6.8677	34.9449	4.89044	0.0149	51.4235	-29.9668	3	
58	36.8868981	1	505	6.584	34.9375	4.8802	0.0193	51.4235	-29.9668	3	
58	34.60992908	1	525	6.4044	34.9286	4.93135	0.0163	51.4235	-29.9668	3	
58	38.25307951	1	550	6.0997	34.9297	4.9898	0.0167	51.4235	-29.9668	3	
58	37.114595	1	575	5.6838	34.9213	5.09535	0.0172	51.4235	-29.9668	3	
58	40.30235162	1	600	5.58	34.9199	5.15623	0.0169	51.4235	-29.9668	3	
58	41.21313923	1	625	5.2539	34.9197	5.26405	0.0187	51.4235	-29.9668	3	
58	33.24374767	1	650	5.062	34.9167	5.38253	0.0174	51.4235	-29.9668	3	
58	35.52071669	1	675	4.9703	34.9144	5.43644	0.0166	51.4235	-29.9668	3	
58	39.61926092	1	700	4.8385	34.912	5.50641	0.0133	51.4235	-29.9668	3	
58	31.42217245	1	725	4.7527	34.9176	5.54556	0.0179	51.4235	-29.9668	3	
58	30.05599104	1	745	4.6627	34.9228	5.58475	0.0188	51.4235	-29.9668	3	
58	33.01605077	1	770	4.5401	34.9199	5.64494	0.0176	51.4235	-29.9668	3	
58	25.0466592	1	795	4.4588	34.9184	5.70552	0.015	51.4235	-29.9668	3	
58	27.09593132	1	820	4.3746	34.9144	5.74741	0.0181	51.4235	-29.9668	3	
58	26.64053751	1	845	4.282	34.9115	5.80785	0.0152	51.4235	-29.9668	3	
58	26.64053751	1	870	4.2547	34.911	5.83397	0.013	51.4235	-29.9668	3	
